#clorosis
49,121,145
67,74,120
72,73,121
71,72,120
71,71,121
72,72,122
71,73,122
68,72,120
67,71,119
55,119,167
55,117,168
54,116,167
54,111,166
53,108,164
55,107,164
57,108,165
58,109,166
59,108,166
57,109,166
67,150,164
68,150,164
69,151,165
64,150,165
67,148,167
66,149,167
63,149,166
61,148,165
55,143,167
48,136,160
58,144,169
58,145,165
44,132,146
47,135,149
51,127,153
49,125,151
50,126,152
48,122,151
49,123,152
47,122,151
45,122,152
68,76,125
61,107,167
57,109,167
60,145,165
56,138,159
60,142,163
50,141,162
51,142,163
48,136,158
58,144,167
55,111,168
53,109,166
52,108,167
57,109,169
68,149,166
67,148,165
65,146,163
65,146,165
68,146,166
66,144,164
63,144,163
52,145,152
54,144,152
53,141,153
51,141,152
44,136,147
47,139,150
50,142,153
53,143,154
52,142,151
53,140,150
55,142,152
45,128,144
46,129,145
46,127,144
69,71,120
52,120,167
53,119,167
57,119,166
58,119,166
58,118,168
59,116,169
58,115,168
57,112,168
56,111,167
58,110,167
58,110,168
62,148,161
63,149,162
61,149,161
60,146,159
59,145,158
69,152,166
69,150,167
68,151,167
60,148,162
61,149,163
51,141,165
49,135,160
51,135,159
61,143,167
58,140,164
49,139,150
46,129,147
44,130,147
47,132,152
49,131,152
47,127,150
48,128,151
48,123,152
55,126,156
54,125,157
53,107,169
53,108,165
59,146,166
47,135,159
50,140,164
57,139,163
47,123,149
48,122,149
53,124,152
52,123,151
52,121,150
51,120,149
51,120,151
49,120,150
57,103,165
58,141,159
60,143,161
52,139,149
49,126,144
48,125,143
47,124,142
51,123,145
49,121,143
52,123,145
53,117,165
52,112,166
51,111,165
58,108,167
60,109,168
61,148,167
52,140,160
47,133,150
52,129,155
65,73,122
47,139,160
48,124,147
56,111,168
55,110,167
67,144,164
65,143,163
51,139,159
52,142,150
51,141,149
54,142,152
55,143,155
52,142,153
50,127,145
46,125,142
66,73,119
51,119,166
55,119,165
56,118,165
56,118,167
57,117,167
58,116,166
57,115,165
56,111,165
61,147,160
68,154,167
46,136,160
52,139,156
47,125,148
46,124,147
47,127,154
48,128,155
51,128,156
51,126,155
50,125,156
49,105,166
60,106,168
49,123,148
51,123,148
56,106,169
56,107,170
54,108,170
62,145,161
65,146,167
64,145,166
51,139,153
57,140,154
64,72,118
70,72,120
55,122,167
54,120,168
56,120,168
55,118,169
54,114,166
55,112,167
52,107,163
60,109,167
63,149,164

